Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
3357,34.3,0.28,2.81,4.6,1.4,0.39,1,352.31,339.56,13,3,8,2.41,10,Subcooled,42.5,-42,96.7,10,2,14.35,0.9,-0.7,1.1634157
3358,34.22,0.28,2.81,4.62,1.39,0.38,1.01,353.42,339.02,13,3,8,2.4,10,Subcooled,42.5,-42,96.7,11,2,14.35,0.9,3.1,1.1362205
3359,34.25,0.28,2.78,4.6,1.38,0.42,1.02,352.66,338.4,13,3,8,2.42,10,Subcooled,42.5,-42,96.7,12,2,14.35,0.9,6.9,1.0756816
3360,34.4,0.28,2.81,4.58,1.4,0.39,1.02,351.43,338.77,13,3,8,2.39,10,Subcooled,42.5,-42,96.7,13,2,14.35,2.2,-0.7,1.2387131
3361,34.19,0.28,2.79,4.6,1.39,0.38,0.98,352.28,339.74,13,3,8,2.41,10,Subcooled,42.5,-42,96.7,14,2,14.35,2.2,3.1,1.2319335
3362,34.39,0.28,2.82,4.6,1.39,0.39,0.98,351.91,338.37,13,3,8,2.4,10,Subcooled,42.5,-42,96.7,15,2,14.35,2.2,6.9,1.210313
3363,34.47,0.28,2.81,4.6,1.41,0.39,1.01,352.9,339.13,13,3,8,2.39,10,Subcooled,42.5,-42,96.7,16,2,14.35,3.5,-0.7,1.0464759
3364,34.27,0.28,2.8,4.62,1.42,0.38,1.01,352.04,339.68,13,3,8,2.42,10,Subcooled,42.5,-42,96.7,17,2,14.35,3.5,3.1,1.0588918
3365,1446.628788,0.28,2.81,4.59,1.4,0.39,1,352.1,339.21,13,3,8,2.41,10,Subcooled,42.5,-42,96.7,18,2,14.35,3.5,6.9,1.0858788
3366,34.32,0.28,2.8,4.62,1.42,0.39,1.01,352.07,339.1,13,3,8,2.42,10,Subcooled,42.5,-42,96.7,19,3,15.6,0.65,-0.7,0.66456366
3367,34.23,0.28,2.8,4.61,1.41,0.41,0.99,351.81,338.59,13,3,8,2.39,10,Subcooled,42.5,-42,96.7,20,3,15.6,0.65,3.1,0.66008306
3368,34.35,0.28,2.81,4.62,1.4,0.4,1.01,351.79,339.1,13,3,8,2.42,10,Subcooled,42.5,-42,96.7,21,3,15.6,0.65,6.9,0.60263669
3369,34.21,0.28,2.81,4.62,1.42,0.38,0.99,353.08,339.35,13,3,8,2.41,10,Subcooled,42.5,-42,96.7,22,4,15.6,0.9,7.2,0.37013769
3370,34.3,0.28,2.8,4.61,1.4,0.41,1,353.86,338.51,13,3,8,2.39,10,Subcooled,42.5,-42,96.7,23,4,15.6,2.2,7.2,0.34434128
3371,34.29,0.28,2.8,4.6,1.38,0.39,1.01,352.38,339.07,13,3,8,2.38,10,Subcooled,42.5,-42,96.7,24,4,15.6,3.5,7.2,0.38437366
3372,34.39,0.28,2.82,4.58,1.4,0.4,0.99,353.32,338.8,13,3,8,2.39,10,Subcooled,42.5,-42,96.7,25,5,15.6,3.75,-0.7,0.32673705
3373,34.31,0.28,2.8,4.61,1.39,0.39,0.98,352.74,338.94,13,3,8,2.41,10,Subcooled,42.5,-42,96.7,26,5,15.6,3.75,3.1,0.33308649
3374,34.35,0.28,2.81,4.62,1.38,0.42,1.01,353.35,339.85,13,3,8,2.4,10,Subcooled,42.5,-42,96.7,27,5,15.6,3.75,6.9,0.35922638
3375,27.14,0.87,3,8,0.98,1.18,0.19,469.92,324.02,16,3,15,1.21,30,Subcooled,37.9,-1,152,1,1,18.75,7.9,-1.1,0.063264877
3376,27.32,0.87,2.99,8.02,0.99,1.22,0.18,468.33,324.55,16,3,15,1.21,30,Subcooled,37.9,-1,152,2,1,18.75,7.9,6.2,0.066304982
3377,27.36,0.86,3,8,0.99,1.19,0.21,468.57,324.37,16,3,15,1.2,30,Subcooled,37.9,-1,152,3,1,18.75,7.9,13.5,0.059432294
3378,27.45,0.87,2.99,8,0.99,1.2,0.21,469.5,324.82,16,3,15,1.19,30,Subcooled,37.9,-1,152,4,1,18.75,9.2,-1.1,0.047407895
3379,27.31,0.86,3,8.01,0.99,1.2,0.19,468.3,324.48,16,3,15,1.21,30,Subcooled,37.9,-1,152,5,1,18.75,9.2,6.2,0.046999093
3380,27.22,0.87,3.01,7.99,0.99,1.21,0.22,470.16,325,16,3,15,1.2,30,Subcooled,37.9,-1,152,6,1,18.75,9.2,13.5,0.060259599
3381,27.47,0.87,3.02,8.01,1,1.2,0.19,468.95,324.51,16,3,15,1.21,30,Subcooled,37.9,-1,152,7,1,18.75,10.5,-1.1,0.053870786
3382,27.19,0.86,2.99,8,1,1.22,0.19,470.28,324.98,16,3,15,1.2,30,Subcooled,37.9,-1,152,8,1,18.75,10.5,6.2,0.055255063
3383,27.35,0.86,2.98,7.99,0.99,1.19,0.18,468.55,325.27,16,3,15,1.18,30,Subcooled,37.9,-1,152,9,1,18.75,10.5,13.5,0.064913832
3384,27.48,0.86,3.01,8.01,0.99,1.2,0.19,471.03,325.1,16,3,15,1.2,30,Subcooled,37.9,-1,152,10,2,17.45,7.9,-1.1,0.17894962
3385,27.15,0.86,3,8,1.01,1.19,0.19,468.25,324.97,16,3,15,1.22,30,Subcooled,37.9,-1,152,11,2,17.45,7.9,6.2,0.17944527
3386,27.4,0.86,2.99,8,1,1.19,0.21,468.83,324.62,16,3,15,1.18,30,Subcooled,37.9,-1,152,12,2,17.45,7.9,13.5,0.12857935
3387,27.55,0.86,3.02,7.99,1.01,1.21,0.2,469.8,324.93,16,3,15,1.2,30,Subcooled,37.9,-1,152,13,2,17.45,9.2,-1.1,0.19913067
3388,27.4,0.87,3.01,7.98,1,1.2,0.19,469.12,324.84,16,3,15,1.2,30,Subcooled,37.9,-1,152,14,2,17.45,9.2,6.2,0.20146543
3389,27.34,0.87,3.01,8,1.01,1.22,0.2,469.88,324.2,16,3,15,1.2,30,Subcooled,37.9,-1,152,15,2,17.45,9.2,13.5,0.1432993
3390,27.33,0.86,2.98,7.99,0.99,1.19,0.2,470.02,324.56,16,3,15,1.22,30,Subcooled,37.9,-1,152,16,2,17.45,10.5,-1.1,0.1692061
3391,27.12,0.87,3,8,1.01,1.18,0.21,469.36,324.28,16,3,15,1.22,30,Subcooled,37.9,-1,152,17,2,17.45,10.5,6.2,0.17078741
3392,27.21,0.87,3.02,8,1.01,1.21,0.2,468.91,325.13,16,3,15,1.21,30,Subcooled,37.9,-1,152,18,2,17.45,10.5,13.5,0.12173399
3393,27.15,0.87,3,8.01,0.98,1.21,0.2,469.5,324.59,16,3,15,1.2,30,Subcooled,37.9,-1,152,19,3,18.1,7.65,-1.1,0.1465739
3394,27.2,0.87,3.01,8,0.99,1.19,0.19,469.5,323.63,16,3,15,1.18,30,Subcooled,37.9,-1,152,20,3,18.1,7.65,6.2,0.14970757
3395,27.35,0.87,3.01,7.98,1.01,1.18,0.19,468.86,325.2,16,3,15,1.2,30,Subcooled,37.9,-1,152,21,3,18.1,7.65,13.5,0.10213751
3396,27.23,0.86,3.02,8,1,1.2,0.2,468.46,324.69,16,3,15,1.2,30,Subcooled,37.9,-1,152,22,4,18.1,7.9,13.8,0.072899826
3397,27.38,0.87,2.99,7.99,1,1.19,0.2,471.14,324.55,16,3,15,1.19,30,Subcooled,37.9,-1,152,23,4,18.1,9.2,13.8,0.060157627
3398,27.12,0.87,3.01,8.01,1.02,1.2,0.22,470.12,325.28,16,3,15,1.19,30,Subcooled,37.9,-1,152,24,4,18.1,10.5,13.8,0.060723353
3399,27.33,0.86,3,8.01,1,1.22,0.21,468.91,324.72,16,3,15,1.21,30,Subcooled,37.9,-1,152,25,5,18.1,10.75,-1.1,0.073849216
3400,27.29,0.86,3,8.01,0.99,1.18,0.19,469.87,324.66,16,3,15,1.2,30,Subcooled,37.9,-1,152,26,5,18.1,10.75,6.2,0.076304168
3401,27.41,0.86,3.02,8,0.99,1.19,0.22,470.75,325.11,16,3,15,1.18,30,Subcooled,37.9,-1,152,27,5,18.1,10.75,13.5,0.063488565
3402,7.66,0.76,3,4.21,2.4,1.21,0.58,454.41,400.99,7,9,6,0.6,12,Superheated,37.9,-1,152,1,1,9.15,-2.9,-1.3,0.13689065
3403,7.71,0.76,2.99,4.21,2.4,1.19,0.58,454.35,401.11,7,9,6,0.62,12,Superheated,37.9,-1,152,2,1,9.15,-2.9,1.5,0.13262263
3404,7.79,0.76,2.99,4.18,2.4,1.21,0.6,454.87,401.6,7,9,6,0.61,12,Superheated,37.9,-1,152,3,1,9.15,-2.9,4.3,0.12956968
3405,7.65,0.75,3.01,4.2,2.38,1.2,0.6,453.15,401.04,7,9,6,0.62,12,Superheated,37.9,-1,152,4,1,9.15,1.4,-1.3,0.14748693
3406,7.68,0.75,2.99,4.22,2.4,1.2,0.6,453.71,401.2,7,9,6,0.59,12,Superheated,37.9,-1,152,5,1,9.15,1.4,1.5,0.11226305
3407,7.57,0.76,2.99,4.2,2.41,1.19,0.6,454.54,400.83,7,9,6,0.58,12,Superheated,37.9,-1,152,6,1,9.15,1.4,4.3,0.07217183
3408,7.72,0.76,3,4.19,2.38,1.21,0.6,454.29,400.84,7,9,6,0.6,12,Superheated,37.9,-1,152,7,1,9.15,5.7,-1.3,0.084227435
3409,7.73,0.76,3.01,4.18,2.39,1.21,0.6,455.54,400.78,7,9,6,0.61,12,Superheated,37.9,-1,152,8,1,9.15,5.7,1.5,0.072736517
3410,7.62,0.75,3.01,4.19,2.42,1.19,0.59,454.51,401.55,7,9,6,0.62,12,Superheated,37.9,-1,152,9,1,9.15,5.7,4.3,0.13024458
3411,7.47,0.76,3.02,4.22,2.41,1.21,0.58,454.6,401.14,7,9,6,0.61,12,Superheated,37.9,-1,152,10,2,8.45,-2.9,-1.3,0.89882046
3412,7.61,0.76,3.01,4.2,2.41,1.18,0.6,454.72,401.36,7,9,6,0.61,12,Superheated,37.9,-1,152,11,2,8.45,-2.9,1.5,0.69186419
3413,7.67,0.76,2.99,4.2,2.39,1.21,0.59,453.98,401.13,7,9,6,0.6,12,Superheated,37.9,-1,152,12,2,8.45,-2.9,4.3,0.48137087
3414,7.59,0.76,3,4.2,2.39,1.21,0.59,454.09,400.92,7,9,6,0.61,12,Superheated,37.9,-1,152,13,2,8.45,1.4,-1.3,1.0648228
3415,7.75,0.76,3.02,4.2,2.41,1.22,0.61,455.01,400.59,7,9,6,0.59,12,Superheated,37.9,-1,152,14,2,8.45,1.4,1.5,0.82917464
3416,7.78,0.76,2.98,4.21,2.41,1.19,0.59,454.68,400.82,7,9,6,0.61,12,Superheated,37.9,-1,152,15,2,8.45,1.4,4.3,0.56391412
3417,7.88,0.76,3.01,4.2,2.41,1.19,0.6,454.85,400.83,7,9,6,0.61,12,Superheated,37.9,-1,152,16,2,8.45,5.7,-1.3,0.63348073
3418,7.8,0.76,3,4.19,2.4,1.21,0.59,454.59,400.62,7,9,6,0.59,12,Superheated,37.9,-1,152,17,2,8.45,5.7,1.5,0.54436672
3419,7.91,0.76,3.01,4.19,2.4,1.2,0.61,453.97,400.7,7,9,6,0.6,12,Superheated,37.9,-1,152,18,2,8.45,5.7,4.3,0.36621156
3420,7.61,0.76,3,4.18,2.38,1.21,0.59,454.69,401.29,7,9,6,0.61,12,Superheated,37.9,-1,152,19,3,8.8,-3.15,-1.3,0.33842063
3421,7.61,0.76,2.98,4.22,2.4,1.22,0.59,453.69,401.18,7,9,6,0.61,12,Superheated,37.9,-1,152,20,3,8.8,-3.15,1.5,0.29625782
3422,7.78,0.76,2.99,4.19,2.41,1.22,0.58,456.15,401.05,7,9,6,0.6,12,Superheated,37.9,-1,152,21,3,8.8,-3.15,4.3,0.22053434
3423,7.6,0.76,3,4.21,2.4,1.21,0.61,453.39,401.39,7,9,6,0.6,12,Superheated,37.9,-1,152,22,4,8.8,-2.9,4.6,0.22898673
3424,7.56,0.76,3.01,4.18,2.4,1.21,0.58,452.95,401.28,7,9,6,0.59,12,Superheated,37.9,-1,152,23,4,8.8,1.4,4.6,0.23241799
3425,7.8,0.75,3.01,4.19,2.41,1.19,0.61,453.85,401.19,7,9,6,0.6,12,Superheated,37.9,-1,152,24,4,8.8,5.7,4.6,0.17338766
3426,7.7,0.76,3.01,4.18,2.38,1.19,0.61,456.34,401.38,7,9,6,0.62,12,Superheated,37.9,-1,152,25,5,8.8,5.95,-1.3,0.22032757
3427,7.69,0.76,3.01,4.2,2.39,1.18,0.61,454.53,401.55,7,9,6,0.6,12,Superheated,37.9,-1,152,26,5,8.8,5.95,1.5,0.21235546
3428,7.74,0.76,3,4.19,2.41,1.2,0.62,454.75,400.76,7,9,6,0.6,12,Superheated,37.9,-1,152,27,5,8.8,5.95,4.3,0.19478022
3429,22.43,0.7,0.8,7.79,2.79,1.82,0.81,367.37,331.33,18,4,8,2.41,25,Subcooled,37.9,-1,152,1,1,20.85,6.6,-2,0.097310781
3430,22.39,0.7,0.81,7.82,2.78,1.79,0.82,368.28,330.77,18,4,8,2.4,25,Subcooled,37.9,-1,152,2,1,20.85,6.6,1.8,0.095963992
3431,22.51,0.71,0.79,7.8,2.81,1.81,0.81,367.98,330.47,18,4,8,2.41,25,Subcooled,37.9,-1,152,3,1,20.85,6.6,5.6,0.10035553
3432,22.38,0.7,0.79,7.8,2.78,1.82,0.78,367.7,330.68,18,4,8,2.4,25,Subcooled,37.9,-1,152,4,1,20.85,8.4,-2,0.057093609
3433,22.36,0.7,0.79,7.81,2.8,1.78,0.8,367.58,330.09,18,4,8,2.42,25,Subcooled,37.9,-1,152,5,1,20.85,8.4,1.8,0.055937521
3434,22.45,0.7,0.8,7.78,2.82,1.81,0.82,367.16,330.84,18,4,8,2.4,25,Subcooled,37.9,-1,152,6,1,20.85,8.4,5.6,0.069475263
3435,22.37,0.7,0.79,7.81,2.81,1.81,0.79,367.18,330.77,18,4,8,2.38,25,Subcooled,37.9,-1,152,7,1,20.85,10.2,-2,0.057639536
3436,22.27,0.7,0.8,7.79,2.81,1.79,0.82,366.84,330.5,18,4,8,2.4,25,Subcooled,37.9,-1,152,8,1,20.85,10.2,1.8,0.057284892
3437,22.22,0.7,0.79,7.81,2.79,1.79,0.82,367.62,330.55,18,4,8,2.39,25,Subcooled,37.9,-1,152,9,1,20.85,10.2,5.6,0.062991038
3438,22.36,0.71,0.8,7.82,2.78,1.78,0.78,367.26,330.57,18,4,8,2.4,25,Subcooled,37.9,-1,152,10,2,18.35,6.6,-2,0.34514418
3439,22.39,0.71,0.78,7.82,2.78,1.8,0.79,367.03,331.05,18,4,8,2.42,25,Subcooled,37.9,-1,152,11,2,18.35,6.6,1.8,0.32954645
3440,22.43,0.7,0.82,7.8,2.82,1.8,0.81,368.04,331.01,18,4,8,2.41,25,Subcooled,37.9,-1,152,12,2,18.35,6.6,5.6,0.23783828
3441,22.5,0.71,0.8,7.8,2.8,1.79,0.78,367.21,330.63,18,4,8,2.38,25,Subcooled,37.9,-1,152,13,2,18.35,8.4,-2,0.3734172
3442,22.48,0.71,0.8,7.79,2.8,1.79,0.81,366.83,330.97,18,4,8,2.39,25,Subcooled,37.9,-1,152,14,2,18.35,8.4,1.8,0.35697895
3443,22.31,0.71,0.78,7.81,2.81,1.78,0.79,366.41,330.87,18,4,8,2.41,25,Subcooled,37.9,-1,152,15,2,18.35,8.4,5.6,0.24671756
3444,22.46,0.7,0.81,7.8,2.81,1.79,0.78,368.59,330.44,18,4,8,2.39,25,Subcooled,37.9,-1,152,16,2,18.35,10.2,-2,0.31415367
3445,22.32,0.71,0.79,7.79,2.79,1.78,0.8,367.09,331.07,18,4,8,2.4,25,Subcooled,37.9,-1,152,17,2,18.35,10.2,1.8,0.29940918
3446,22.44,0.7,0.82,7.8,2.81,1.78,0.8,366.29,330.78,18,4,8,2.42,25,Subcooled,37.9,-1,152,18,2,18.35,10.2,5.6,0.20045793
3447,22.39,0.71,0.79,7.8,2.81,1.8,0.81,366.93,331.01,18,4,8,2.4,25,Subcooled,37.9,-1,152,19,3,19.6,6.35,-2,0.26184341
3448,22.43,0.71,0.8,7.8,2.81,1.8,0.79,367.65,330.05,18,4,8,2.4,25,Subcooled,37.9,-1,152,20,3,19.6,6.35,1.8,0.25337663
3449,22.48,0.7,0.82,7.81,2.79,1.78,0.81,367.28,330.31,18,4,8,2.4,25,Subcooled,37.9,-1,152,21,3,19.6,6.35,5.6,0.19609693
3450,22.37,0.7,0.8,7.79,2.79,1.82,0.81,368.6,330.25,18,4,8,2.41,25,Subcooled,37.9,-1,152,22,4,19.6,6.6,5.9,0.13120326
3451,22.39,0.7,0.79,7.8,2.82,1.82,0.79,366.68,331.09,18,4,8,2.39,25,Subcooled,37.9,-1,152,23,4,19.6,8.4,5.9,0.10055543
3452,22.52,0.71,0.81,7.8,2.82,1.82,0.79,367.17,331.05,18,4,8,2.41,25,Subcooled,37.9,-1,152,24,4,19.6,10.2,5.9,0.092211455
3453,22.59,0.7,0.8,7.8,2.81,1.81,0.78,366.77,330.41,18,4,8,2.38,25,Subcooled,37.9,-1,152,25,5,19.6,10.45,-2,0.10543233
3454,22.27,0.7,0.82,7.8,2.8,1.82,0.8,367.92,330.13,18,4,8,2.4,25,subcooled,37.9,-1,152,26,5,19.6,10.45,1.8,0.10214418
3455,22.52,0.71,0.79,7.81,2.8,1.8,0.81,367.35,330.78,18,4,8,2.42,25,Subcooled,37.9,-1,152,27,5,19.6,10.45,5.6,0.095300652
3456,35.14,0.74,2,3.21,1.59,0.6,0.39,429.31,419.82,13,4,9,2.61,3,Subcooled,37.9,-1,152,1,1,16.65,-1.2,-0.6,0.091110602
3457,35.17,0.74,2,3.2,1.58,0.61,0.4,430.42,419.81,13,4,9,2.59,3,Subcooled,37.9,-1,152,2,1,16.65,-1.2,3.7,0.095832668
3458,35.19,0.74,1.99,3.18,1.6,0.6,0.4,430.38,420.61,13,4,9,2.6,3,Subcooled,37.9,-1,152,3,1,16.65,-1.2,8,0.1180907
3459,35.32,0.74,2,3.21,1.61,0.58,0.41,429.56,420.08,13,4,9,2.59,3,Subcooled,37.9,-1,152,4,1,16.65,0.6,-0.6,0.091778405
3460,35.27,0.74,2.02,3.2,1.61,0.6,0.39,431.36,420.51,13,4,9,2.59,3,Subcooled,37.9,-1,152,5,1,16.65,0.6,3.7,0.092982784
3461,35.26,0.74,1.98,3.19,1.59,0.6,0.39,429.75,419.86,13,4,9,2.58,3,Subcooled,37.9,-1,152,6,1,16.65,0.6,8,0.1148595
3462,35.34,0.74,2.01,3.21,1.59,0.62,0.39,429.51,420.31,13,4,9,2.6,3,Subcooled,37.9,-1,152,7,1,16.65,2.4,-0.6,0.053333081
3463,35.35,0.74,1.99,3.21,1.59,0.61,0.38,430.58,420.42,13,4,9,2.59,3,Subcooled,37.9,-1,152,8,1,16.65,2.4,3.7,0.05616001
3464,35.15,0.74,2,3.22,1.6,0.6,0.38,429.75,419.73,13,4,9,2.59,3,Subcooled,37.9,-1,152,9,1,16.65,2.4,8,0.065907106
3465,35.39,0.74,1.99,3.19,1.62,0.62,0.38,429.23,419.96,13,4,9,2.59,3,Subcooled,37.9,-1,152,10,2,13.95,-1.2,-0.6,0.32987764
3466,35.43,0.74,1.99,3.21,1.61,0.6,0.38,431.41,420.77,13,4,9,2.59,3,Subcooled,37.9,-1,152,11,2,13.95,-1.2,3.7,0.33494225
3467,35.26,0.74,2.01,3.2,1.61,0.59,0.39,430.56,419.99,13,4,9,2.58,3,Subcooled,37.9,-1,152,12,2,13.95,-1.2,8,0.32070217
3468,35.3,0.74,2,3.19,1.62,0.58,0.39,430.12,420.43,13,4,9,2.59,3,Subcooled,37.9,-1,152,13,2,13.95,0.6,-0.6,0.36875692
3469,35.31,0.74,2.01,3.18,1.59,0.62,0.41,430.69,420.22,13,4,9,2.59,3,Subcooled,37.9,-1,152,14,2,13.95,0.6,3.7,0.37053469
3470,35.23,0.74,1.99,3.18,1.6,0.6,0.39,429.7,420.59,13,4,9,2.61,3,Subcooled,37.9,-1,152,15,2,13.95,0.6,8,0.33143947
3471,35.22,0.74,2.02,3.22,1.62,0.58,0.41,431.11,420.19,13,4,9,2.59,3,Subcooled,37.9,-1,152,16,2,13.95,2.4,-0.6,0.33079517
3472,35.43,0.74,2.01,3.19,1.6,0.61,0.4,429.27,420.71,13,4,9,2.61,3,Subcooled,37.9,-1,152,17,2,13.95,2.4,3.7,0.33453694
3473,35.25,0.74,2,3.2,1.61,0.6,0.38,430.89,419.89,13,4,9,2.6,3,Subcooled,37.9,-1,152,18,2,13.95,2.4,8,0.30085972
3474,35.19,0.73,2.01,3.22,1.61,0.61,0.39,431.43,420.37,13,4,9,2.6,3,Subcooled,37.9,-1,152,19,3,15.3,-1.45,-0.6,0.24051875
3475,35.35,0.74,2.02,3.21,1.6,0.59,0.41,430.19,420.41,13,4,9,2.59,3,Subcooled,37.9,-1,152,20,3,15.3,-1.45,3.7,0.2408542
3476,35.19,0.73,1.99,3.22,1.58,0.59,0.42,429.26,420.5,13,4,9,2.59,3,Subcooled,37.9,-1,152,21,3,15.3,-1.45,8,0.24848837
3477,35.23,0.74,1.99,3.21,1.59,0.59,0.39,430.43,419.99,13,4,9,2.59,3,Subcooled,37.9,-1,152,22,4,15.3,-1.2,8.3,0.18172026
3478,35.45,0.74,2,3.21,1.58,0.6,0.39,429.78,419.62,13,4,9,2.6,3,Subcooled,37.9,-1,152,23,4,15.3,0.6,8.3,0.11931923
3479,35.32,0.74,2,3.19,1.61,0.61,0.4,429.54,420.54,13,4,9,2.6,3,Subcooled,37.9,-1,152,24,4,15.3,2.4,8.3,0.12940523
3480,35.48,0.74,1.99,3.21,1.59,0.59,0.41,430.67,420.81,13,4,9,2.58,3,Subcooled,37.9,-1,152,25,5,15.3,2.65,-0.6,0.14544497
3481,35.38,0.74,2.01,3.19,1.59,0.6,0.38,430.71,420.73,13,4,9,2.59,3,Subcooled,37.9,-1,152,26,5,15.3,2.65,3.7,0.14820822
3482,35.22,0.74,2,3.2,1.59,0.59,0.41,430.17,420.12,13,4,9,2.59,3,Subcooled,37.9,-1,152,27,5,15.3,2.65,8,0.13844728
3483,24.5,0.81,1.99,8.61,2.18,1.81,0.61,507.75,401.91,11,5,12,0.99,12,Superheated,37.9,-1,152,1,1,13.05,0.1,-1.9,0.22767974
3484,24.4,0.81,2.01,8.62,2.19,1.81,0.61,508.29,402.15,11,5,12,1.02,12,Superheated,37.9,-1,152,2,1,13.05,0.1,3.9,0.24763785
3485,24.43,0.82,2.01,8.59,2.2,1.81,0.6,507.15,401.73,11,5,12,0.99,12,Superheated,37.9,-1,152,3,1,13.05,0.1,9.7,0.20420253
3486,24.39,0.82,2,8.6,2.2,1.79,0.59,508.09,402.17,11,5,12,0.99,12,Superheated,37.9,-1,152,4,1,13.05,2.4,-1.9,0.22451621
3487,24.39,0.81,2,8.62,2.21,1.78,0.59,509.01,401.98,11,5,12,1.01,12,Superheated,37.9,-1,152,5,1,13.05,2.4,3.9,0.2268223
3488,24.29,0.82,2,8.6,2.18,1.79,0.59,507.4,401.3,11,5,12,1,12,Superheated,37.9,-1,152,6,1,13.05,2.4,9.7,0.19892199
3489,24.42,0.81,1.99,8.61,2.21,1.81,0.59,507.76,402.3,11,5,12,0.99,12,Superheated,37.9,-1,152,7,1,13.05,4.7,-1.9,0.12994215
3490,24.27,0.81,2.01,8.59,2.19,1.78,0.59,508.23,401.95,11,5,12,0.98,12,Superheated,37.9,-1,152,8,1,13.05,4.7,3.9,0.13819094
3491,24.6,0.82,2.02,8.62,2.21,1.78,0.6,508.26,401.96,11,5,12,1,12,Superheated,37.9,-1,152,9,1,13.05,4.7,9.7,0.15107806
3492,24.51,0.81,2,8.6,2.19,1.81,0.59,508.12,401.92,11,5,12,1,12,Superheated,37.9,-1,152,10,2,11.95,0.1,-1.9,1.9650633
3493,24.32,0.82,2.01,8.61,2.2,1.81,0.6,507.98,402.35,11,5,12,1.02,12,Superheated,37.9,-1,152,11,2,11.95,0.1,3.9,1.7486862
3494,24.25,0.81,1.99,8.58,2.18,1.81,0.6,507.11,401.95,11,5,12,1,12,Superheated,37.9,-1,152,12,2,11.95,0.1,9.7,0.88788319
3495,24.38,0.82,2,8.59,2.19,1.8,0.59,508.16,402.03,11,5,12,1.01,12,Superheated,37.9,-1,152,13,2,11.95,2.4,-1.9,1.8020282
3496,24.49,0.82,2.02,8.62,2.21,1.79,0.58,508.54,401.35,11,5,12,1.01,12,Superheated,37.9,-1,152,14,2,11.95,2.4,3.9,1.5819615
3497,24.5,0.81,1.98,8.59,2.22,1.81,0.6,508.54,402.03,11,5,12,1,12,Superheated,37.9,-1,152,15,2,11.95,2.4,9.7,0.86591601
3498,24.45,0.81,1.99,8.6,2.18,1.78,0.61,507.17,402.56,11,5,12,1.01,12,Superheated,37.9,-1,152,16,2,11.95,4.7,-1.9,1.3301445
3499,24.44,0.81,2.01,8.59,2.21,1.79,0.61,507.98,402.13,11,5,12,0.99,12,Superheated,37.9,-1,152,17,2,11.95,4.7,3.9,1.1189114
3500,24.44,0.81,2,8.62,2.2,1.79,0.59,507.78,401.68,11,5,12,1,12,Superheated,37.9,-1,152,18,2,11.95,4.7,9.7,0.6785751
3501,24.29,0.81,1.99,8.58,2.2,1.79,0.61,507.97,402.64,11,5,12,0.99,12,Superheated,37.9,-1,152,19,3,12.5,-0.15,-1.9,1.01633
3502,24.3,0.81,1.99,8.59,2.2,1.82,0.6,507.36,401.35,11,5,12,0.98,12,Superheated,37.9,-1,152,20,3,12.5,-0.15,3.9,0.9916386
3503,24.31,0.82,2,8.6,2.18,1.8,0.58,507.76,402.26,11,5,12,0.99,12,Superheated,37.9,-1,152,21,3,12.5,-0.15,9.7,0.537431
3504,24.33,0.81,2.01,8.62,2.21,1.79,0.62,510.22,402.26,11,5,12,0.99,12,Superheated,37.9,-1,152,22,4,12.5,0.1,10,0.37022573
3505,24.42,0.81,2,8.62,2.21,1.81,0.6,506.82,402.57,11,5,12,1.02,12,Superheated,37.9,-1,152,23,4,12.5,2.4,10,0.28460521
3506,24.37,0.81,1.99,8.61,2.21,1.79,0.58,508.33,402.42,11,5,12,1,12,Superheated,37.9,-1,152,24,4,12.5,4.7,10,0.28264877
3507,24.24,0.81,1.99,8.6,2.19,1.78,0.58,508.7,401.75,11,5,12,1,12,Superheated,37.9,-1,152,25,5,12.5,4.95,-1.9,0.47112548
3508,24.6,0.81,2,8.6,2.2,1.8,0.6,507.02,401.94,11,5,12,0.99,12,Superheated,37.9,-1,152,26,5,12.5,4.95,3.9,0.44640133
3509,24.44,0.82,2,8.61,2.22,1.8,0.61,508.4,401.82,11,5,12,0.99,12,Superheated,37.9,-1,152,27,5,12.5,4.95,9.7,0.28860235
3510,8.43,0.24,1.62,6.99,2.59,2,2.01,491.08,382.38,5,7,5,2.19,15,Superheated,37.9,-1,152,1,1,8.05,-1.9,-2.8,0.30841672
3511,8.47,0.24,1.6,7,2.58,2,2,491.64,382.44,5,7,5,2.2,15,Superheated,37.9,-1,152,2,1,8.05,-1.9,-0.5,0.19572721
3512,8.62,0.24,1.62,7,2.62,1.99,2,491.57,382.14,5,7,5,2.18,15,Superheated,37.9,-1,152,3,1,8.05,-1.9,1.8,0.29641756
3513,8.38,0.24,1.61,6.99,2.61,2,2.01,489.71,382.88,5,7,5,2.2,15,Superheated,37.9,-1,152,4,1,8.05,1.4,-2.8,0.30627513
